"caption","credit","crediturl","directurl","height","id","imagedate","imageid","imageurl","score","thumburl","width"
"","","","","","16773","","","","","",""
"","","","","","13780","","","","","",""
"","","","","","15330","","","","","",""
"","","","","","13758","","","","","",""
"","","","","","19215","","","","","",""
"","","","","","13757","","","","","",""
"","","","","","6714","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=5779","480","443","2013-09-06 16:08:07","5779","https://s3.amazonaws.com/beermapping/locations/Flagstaff.jpg","0","https://s3.amazonaws.com/beermapping/locations/Flagstaff.jpg","360"
"","","","","","13751","","","","","",""
"Four Peaks Tempe entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2285","600","462","2008-10-20 08:56:31","2285","https://s3.amazonaws.com/beermapping/locations/4PksTmpeE.jpg","0","https://s3.amazonaws.com/beermapping/locations/4PksTmpeE.jpg","800"
"Four Peaks Grill andamp; Tap entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2299","600","3348","2008-10-20 22:32:42","2299","https://s3.amazonaws.com/beermapping/locations/4PksSDe.jpg","0","https://s3.amazonaws.com/beermapping/locations/4PksSDe.jpg","800"
"","","","","","17129","","","","","",""
"","","","","","13754","","","","","",""
"","","","","","486","","","","","",""
"","","","","","20013","","","","","",""
"Gordon Biersch Gilbert entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2271","600","6205","2008-10-19 11:33:03","2271","https://s3.amazonaws.com/beermapping/locations/GdnBschMesaE.jpg","0","https://s3.amazonaws.com/beermapping/locations/GdnBschMesaE.jpg","800"
"","","","","","3818","","","","","",""
"","","","","","6252","","","","","",""
"","","","","","517","","","","","",""
"GC Brewing Company","glennh2os","https://beermapping.com/account/126","https://beermapping.com/maps/reviews/images.php?img=4658","600","8384","2011-06-12 08:51:21","4658","https://s3.amazonaws.com/beermapping/locations/gc_brewing_800.jpg","0","https://s3.amazonaws.com/beermapping/locations/gc_brewing_800.jpg","800"
"","","","","","15916","","","","","",""
"","","","","","20653","","","","","",""
"","","","","","12196","","","","","",""
"","","","","","13882","","","","","",""
"","","","","","10508","","","","","",""
"","","","","","20658","","","","","",""
"","","","","","18294","","","","","",""
"","","","","","10764","","","","","",""
"","","","","","11801","","","","","",""
"","","","","","18843","","","","","",""
"","","","","","12895","","","","","",""
"","","","","","18148","","","","","",""
"","","","","","19210","","","","","",""
"","","","","","20651","","","","","",""
"","","","","","13755","","","","","",""
"Front","bobcat78","https://beermapping.com/account/1178","https://beermapping.com/maps/reviews/images.php?img=5296","196","12513","2012-12-08 21:29:49","5296","https://s3.amazonaws.com/beermapping/locations/Lumberyard.jpg","0","https://s3.amazonaws.com/beermapping/locations/Lumberyard.jpg","350"
"","","","","","11268","","","","","",""
"","","","","","17860","","","","","",""
"","","","","","4694","","","","","",""
"","","","","","11734","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=6010","320","16774","2014-08-13 21:43:39","6010","https://s3.amazonaws.com/beermapping/locations/Fate.jpg","0","https://s3.amazonaws.com/beermapping/locations/Fate.jpg","360"
"","","","","","15740","","","","","",""
"","","","","","12197","","","","","",""
"","","","","","13777","","","","","",""
"","","","","","15917","","","","","",""
"","","","","","19217","","","","","",""
"Front","bobcat78","https://beermapping.com/account/1178","https://beermapping.com/maps/reviews/images.php?img=5298","196","15089","2012-12-08 21:38:54","5298","https://s3.amazonaws.com/beermapping/locations/Mother_Road.jpg","0","https://s3.amazonaws.com/beermapping/locations/Mother_Road.jpg","350"
"","","","","","13844","","","","","",""
"","","","","","18033","","","","","",""
"Mudshark entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=3961","800","892","2010-02-25 18:37:34","3961","https://s3.amazonaws.com/beermapping/locations/MudShrkE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MudShrkE.jpg","600"
"Mudshark Pandamp;P entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=3959","600","11556","2010-02-25 18:35:54","3959","https://s3.amazonaws.com/beermapping/locations/MudShrk2S.jpg","0","https://s3.amazonaws.com/beermapping/locations/MudShrk2S.jpg","800"
"","","","","","10480","","","","","",""
"","","","","","14777","","","","","",""
"","","","","","17756","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=4653","480","910","2011-06-10 13:24:19","4653","https://s3.amazonaws.com/beermapping/locations/photo.16.jpg","0","https://s3.amazonaws.com/beermapping/locations/photo.16.jpg","360"
"","","","","","17249","","","","","",""
"","Tradr62","https://beermapping.com/account/586","https://beermapping.com/maps/reviews/images.php?img=739","240","923","2007-12-11 12:38:48","739","https://s3.amazonaws.com/beermapping/locations/DSC00102.jpg","0","https://s3.amazonaws.com/beermapping/locations/DSC00102.jpg","320"
"","","","","","924","","","","","",""
"","","","","","936","","","","","",""
"","","","","","16656","","","","","",""
"","","","","","12302","","","","","",""
"","","","","","20165","","","","","",""
"","","","","","9965","","","","","",""
"Papago entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2279","600","984","2008-10-20 08:44:16","2279","https://s3.amazonaws.com/beermapping/locations/PpgoE.jpg","0","https://s3.amazonaws.com/beermapping/locations/PpgoE.jpg","800"
"","","","","","20654","","","","","",""
"","","","","","18100","","","","","",""
"","","","","","20206","","","","","",""
"","","","","","18601","","","","","",""
"","","","","","19219","","","","","",""
"","","","","","14332","","","","","",""
"","","","","","18913","","","","","",""
"","","","","","18706","","","","","",""
"","","","","","20657","","","","","",""
"","","","","","10349","","","","","",""
"","Tradr62","https://beermapping.com/account/586","https://beermapping.com/maps/reviews/images.php?img=738","240","1024","2007-12-11 12:36:52","738","https://s3.amazonaws.com/beermapping/locations/DSC00096.jpg","0","https://s3.amazonaws.com/beermapping/locations/DSC00096.jpg","320"
"","","","","","19472","","","","","",""
"","","","","","20652","","","","","",""
"","","","","","19324","","","","","",""
"","","","","","3819","","","","","",""
"Red White andamp; Brew - Mesa entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2267","600","1065","2008-10-19 11:27:54","2267","https://s3.amazonaws.com/beermapping/locations/RWBe.jpg","0","https://s3.amazonaws.com/beermapping/locations/RWBe.jpg","800"
"","","","","","6571","","","","","",""
"","","","","","1100","","","","","",""
"","","","","","10418","","","","","",""
"","","","","","19605","","","","","",""
"San Tan entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2290","600","6204","2008-10-20 09:05:04","2290","https://s3.amazonaws.com/beermapping/locations/SanTanE.jpg","0","https://s3.amazonaws.com/beermapping/locations/SanTanE.jpg","800"
"","","","","","19355","","","","","",""
"","","","","","17662","","","","","",""
"","","","","","18809","","","","","",""
"","","","","","19655","","","","","",""
"","","","","","11383","","","","","",""
"","","","","","20650","","","","","",""
"","","","","","13753","","","","","",""
"","","","","","20795","","","","","",""
"","","","","","3815","","","","","",""
"","","","","","13031","","","","","",""
"","","","","","20660","","","","","",""
"","","","","","18994","","","","","",""
"","","","","","18330","","","","","",""
"","","","","","15657","","","","","",""
"","","","","","17664","","","","","",""
"","","","","","17043","","","","","",""
"","","","","","16468","","","","","",""
"","","","","","19130","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=6189","388","16989","2016-08-20 20:38:57","6189","https://s3.amazonaws.com/beermapping/locations/IMG_5226.1.jpg","0","https://s3.amazonaws.com/beermapping/locations/IMG_5226.1.jpg","292"
"","","","","","1325","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=6068","572","3816","2014-11-29 11:09:32","6068","https://s3.amazonaws.com/beermapping/locations/photo.47.jpg","0","https://s3.amazonaws.com/beermapping/locations/photo.47.jpg","445"
"","","","","","7494","","","","","",""
"","","","","","14741","","","","","",""
"","","","","","11265","","","","","",""
"","","","","","15387","","","","","",""
"","","","","","11554","","","","","",""
"","","","","","18147","","","","","",""
"","","","","","3820","","","","","",""
"","","","","","18487","","","","","",""
"","","","","","18040","","","","","",""
"","","","","","3814","","","","","",""
"","","","","","11267","","","","","",""
"","","","","","18605","","","","","",""
"","","","","","20207","","","","","",""
"","","","","","6235","","","","","",""
"","","","","","2999","","","","","",""
"","","","","","6234","","","","","",""
"","","","","","13752","","","","","",""
"","","","","","16632","","","","","",""
"","","","","","18156","","","","","",""
"","","","","","20669","","","","","",""
"","","","","","16639","","","","","",""
"","","","","","16625","","","","","",""
"","","","","","18157","","","","","",""
"","","","","","20663","","","","","",""
"","","","","","19801","","","","","",""
"","","","","","16638","","","","","",""
"","","","","","5213","","","","","",""
"","","","","","20665","","","","","",""
"","","","","","16623","","","","","",""
"","","","","","20664","","","","","",""
"","","","","","15232","","","","","",""
"","","","","","20667","","","","","",""
"","","","","","359","","","","","",""
"","","","","","16633","","","","","",""
"","","","","","15231","","","","","",""
"","","","","","6345","","","","","",""
"","","","","","18350","","","","","",""
"","","","","","15508","","","","","",""
"","","","","","18273","","","","","",""
"The Hog Haus","Tradr62","https://beermapping.com/account/586","https://beermapping.com/maps/reviews/images.php?img=740","240","606","2007-12-12 10:39:09","740","https://s3.amazonaws.com/beermapping/locations/AR200710_006_BBB.jpg","0","https://s3.amazonaws.com/beermapping/locations/AR200710_006_BBB.jpg","320"
"","","","","","11364","","","","","",""
"","","","","","14705","","","","","",""
"","","","","","16621","","","","","",""
"","","","","","16624","","","","","",""
"","","","","","16634","","","","","",""
"","","","","","20589","","","","","",""
"","","","","","16635","","","","","",""
"","","","","","16636","","","","","",""
"","","","","","18158","","","","","",""
"","","","","","18160","","","","","",""
"","","","","","16628","","","","","",""
"","","","","","16627","","","","","",""
"","","","","","18351","","","","","",""
"","","","","","11344","","","","","",""
"","","","","","17489","","","","","",""
"","","","","","20668","","","","","",""
"","","","","","13830","","","","","",""
"","","","","","16622","","","","","",""
"","","","","","15749","","","","","",""
"","","","","","11346","","","","","",""
"","","","","","17840","","","","","",""
"","","","","","18161","","","","","",""
"","","","","","1384","","","","","",""
"","","","","","14611","","","","","",""
"","","","","","14571","","","","","",""
"","","","","","19775","","","","","",""
"","","","","","17363","","","","","",""
"","","","","","13305","","","","","",""
"","","","","","20731","","","","","",""
"21st Amendment front entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=83","600","1","2007-06-14 01:21:27","83","https://s3.amazonaws.com/beermapping/locations/21stF.jpg","0","https://s3.amazonaws.com/beermapping/locations/21stF.jpg","800"
"","","","","","18725","","","","","",""
"","","","","","15942","","","","","",""
"","","","","","19141","","","","","",""
"","","","","","19898","","","","","",""
"","","","","","13308","","","","","",""
"","","","","","12444","","","","","",""
"","","","","","8761","","","","","",""
"","","","","","19315","","","","","",""
"","","","","","8104","","","","","",""
"4th St entry at Mission","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=3727","800","11241","2009-10-18 15:55:22","3727","https://s3.amazonaws.com/beermapping/locations/4thStE.jpg","0","https://s3.amazonaws.com/beermapping/locations/4thStE.jpg","600"
"","","","","","13128","","","","","",""
"","","","","","17135","","","","","",""
"5th Quarter from the street","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2852","600","10285","2009-04-03 15:52:26","2852","https://s3.amazonaws.com/beermapping/locations/5QtrS.jpg","0","https://s3.amazonaws.com/beermapping/locations/5QtrS.jpg","800"
"","","","","","1940","","","","","",""
"","","","","","11641","","","","","",""
"","","","","","21085","","","","","",""
"","","","","","11810","","","","","",""
"","","","","","15944","","","","","",""
"","","","","","15390","","","","","",""
"99BOBOTW entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=5639","600","7617","2013-06-14 22:14:40","5639","https://s3.amazonaws.com/beermapping/locations/99BBOWe.jpg","0","https://s3.amazonaws.com/beermapping/locations/99BBOWe.jpg","800"
"","","","","","2513","","","","","",""
"","","","","","8780","","","","","",""
"","","","","","1941","","","","","",""
"","","","","","2514","","","","","",""
"","","","","","18676","","","","","",""
"","","","","","9","","","","","",""
"","","","","","17208","","","","","",""
"","","","","","15898","","","","","",""
"","","","","","14456","","","","","",""
"","","","","","12542","","","","","",""
"","","","","","2166","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=5744","480","17853","2013-08-08 16:44:33","5744","https://s3.amazonaws.com/beermapping/locations/Aftershock.jpg","0","https://s3.amazonaws.com/beermapping/locations/Aftershock.jpg","360"
"","","","","","17629","","","","","",""
"","","","","","2200","","","","","",""
"","","","","","14395","","","","","",""
"","","","","","15920","","","","","",""
"","","","","","10588","","","","","",""
"The bar","dorandbob","https://beermapping.com/account/1006","https://beermapping.com/maps/reviews/images.php?img=4836","600","13567","2011-10-26 13:25:11","4836","https://s3.amazonaws.com/beermapping/locations/Panasonic_DMC_TZ3A_P1080537.jpg","0","https://s3.amazonaws.com/beermapping/locations/Panasonic_DMC_TZ3A_P1080537.jpg","800"
"Alembic","ItsPubNight","https://beermapping.com/account/1449","https://beermapping.com/maps/reviews/images.php?img=4604","800","3583","2011-05-09 14:54:59","4604","https://s3.amazonaws.com/beermapping/locations/0507111912.jpg","0","https://s3.amazonaws.com/beermapping/locations/0507111912.jpg","600"
"","","","","","15099","","","","","",""
"The entrance from the parking lot","dorandbob","https://beermapping.com/account/1006","https://beermapping.com/maps/reviews/images.php?img=5106","600","17","2012-04-25 10:47:43","5106","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050673.jpg","0","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050673.jpg","800"
"","","","","","17100","","","","","",""
"Taps in bar","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=6134","598","19746","2015-04-30 21:26:54","6134","https://s3.amazonaws.com/beermapping/locations/AliceRt.jpg","0","https://s3.amazonaws.com/beermapping/locations/AliceRt.jpg","800"
"","","","","","15444","","","","","",""
"","","","","","11993","","","","","",""
"Alley Katz entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=5679","595","14411","2013-07-10 15:58:48","5679","https://s3.amazonaws.com/beermapping/locations/AllyKatsE.jpg","0","https://s3.amazonaws.com/beermapping/locations/AllyKatsE.jpg","770"
"","","","","","17605","","","","","",""
"","","","","","18639","","","","","",""
"Entrance to the brewery from the parking lot","dorandbob","https://beermapping.com/account/1006","https://beermapping.com/maps/reviews/images.php?img=5155","600","19","2012-05-06 10:52:25","5155","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050832.jpg","0","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050832.jpg","800"
"","","","","","1942","","","","","",""
"","","","","","17399","","","","","",""
"","","","","","19877","","","","","",""
"","","","","","20457","","","","","",""
"","","","","","13456","","","","","",""
"","","","","","4696","","","","","",""
"","","","","","15742","","","","","",""
"","","","","","2201","","","","","",""
"","","","","","17209","","","","","",""
"Anacapa BC entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2762","800","29","2009-02-26 02:07:28","2762","https://s3.amazonaws.com/beermapping/locations/AnacpaE.jpg","0","https://s3.amazonaws.com/beermapping/locations/AnacpaE.jpg","600"
"","","","","","14481","","","","","",""
"","","","","","11198","","","","","",""
"Anchor Brewery Building","beerist","https://beermapping.com/account/4","https://beermapping.com/maps/reviews/images.php?img=134","700","31","2007-06-24 16:16:53","134","https://s3.amazonaws.com/beermapping/locations/da39a3ee5e6b4b0d3255bfef95601890afd80709.27.jpg","0","https://s3.amazonaws.com/beermapping/locations/da39a3ee5e6b4b0d3255bfef95601890afd80709.27.jpg","466"
"Brewery","rmilliron","https://beermapping.com/account/652","https://beermapping.com/maps/reviews/images.php?img=1787","604","32","2008-08-03 12:44:21","1787","https://s3.amazonaws.com/beermapping/locations/Brewery.jpg","0","https://s3.amazonaws.com/beermapping/locations/Brewery.jpg","800"
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=5764","480","15781","2013-08-27 15:58:28","5764","https://s3.amazonaws.com/beermapping/locations/Angel.jpg","0","https://s3.amazonaws.com/beermapping/locations/Angel.jpg","360"
"Angelica's entries","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=3951","600","11709","2010-02-24 13:43:20","3951","https://s3.amazonaws.com/beermapping/locations/AnglcaE.jpg","0","https://s3.amazonaws.com/beermapping/locations/AnglcaE.jpg","800"
"AB Bud brewery from highway","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2798","600","37","2009-03-25 18:57:47","2798","https://s3.amazonaws.com/beermapping/locations/BudFfldHwy.jpg","0","https://s3.amazonaws.com/beermapping/locations/BudFfldHwy.jpg","800"
"","","","","","46","","","","","",""
"","","","","","12436","","","","","",""
"","","","","","15986","","","","","",""
"","","","","","14375","","","","","",""
"","","","","","18690","","","","","",""
"","","","","","17428","","","","","",""
"","","","","","18739","","","","","",""
"","","","","","2515","","","","","",""
"","","","","","19788","","","","","",""
"","","","","","2644","","","","","",""
"Alehouse entry (old Shangahi facade) ","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=190","600","5294","2007-07-10 11:39:20","190","https://s3.amazonaws.com/beermapping/locations/AbAhF.jpg","0","https://s3.amazonaws.com/beermapping/locations/AbAhF.jpg","800"
"","","","","","14244","","","","","",""
"","","","","","1943","","","","","",""
"","","","","","9902","","","","","",""
"","","","","","9900","","","","","",""
"Ausiello's entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2035","600","5364","2008-09-08 19:42:23","2035","https://s3.amazonaws.com/beermapping/locations/AsiloE.jpg","0","https://s3.amazonaws.com/beermapping/locations/AsiloE.jpg","800"
"","","","","","17210","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=5181","480","15398","2012-05-22 16:24:54","5181","https://s3.amazonaws.com/beermapping/locations/Aztec.jpg","0","https://s3.amazonaws.com/beermapping/locations/Aztec.jpg","360"
"","","","","","66","","","","","",""
"","","","","","8481","","","","","",""
"","","","","","68","","","","","",""
"","","","","","3969","","","","","",""
"Back Street Vista entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2597","600","70","2009-01-10 21:51:10","2597","https://s3.amazonaws.com/beermapping/locations/BkStVstaE.jpg","0","https://s3.amazonaws.com/beermapping/locations/BkStVstaE.jpg","800"
"","","","","","6373","","","","","",""
"","","","","","6374","","","","","",""
"","","","","","6375","","","","","",""
"","","","","","6376","","","","","",""
"","","","","","6377","","","","","",""
"Beltane entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=5429","600","16551","2013-01-12 15:33:50","5429","https://s3.amazonaws.com/beermapping/locations/BeltnE.jpg","0","https://s3.amazonaws.com/beermapping/locations/BeltnE.jpg","800"
