blogmap,city,country,id,imagecount,name,overall,phone,proxylink,reviewlink,state,status,street,zip
http://beermapping.com/maps/blogproxy.php?locid=19008andamp;d=1andamp;type=norm,"Huntsville, Alabama",United States,19008,0,"Brew Stooges, The",0,(256) 503-2233,http://beermapping.com/maps/proxymaps.php?locid=19008andamp;d=5,https://beermapping.com/location/19008,AL,Brewery,109 Maple Ave NW,35801
http://beermapping.com/maps/blogproxy.php?locid=10645andamp;d=1andamp;type=norm,Decatur,United States,10645,0,"Brick Deli, The",0,(256) 355-8318,http://beermapping.com/maps/proxymaps.php?locid=10645andamp;d=5,https://beermapping.com/location/10645,AL,Beer Bar,112 Moulton St E,35601
http://beermapping.com/maps/blogproxy.php?locid=18710andamp;d=1andamp;type=norm,Cullman,United States,18710,0,Brown and Co Beverages,0,(256) 739-6111,http://beermapping.com/maps/proxymaps.php?locid=18710andamp;d=5,https://beermapping.com/location/18710,AL,Beer Store,5285 Alabama Hwy 157 NW,35058
http://beermapping.com/maps/blogproxy.php?locid=11959andamp;d=1andamp;type=norm,Mobile,United States,11959,1,Buffalo Wild Wings - Mobile,80,(251) 378-5955,http://beermapping.com/maps/proxymaps.php?locid=11959andamp;d=5,https://beermapping.com/location/11959,AL,Beer Bar,6341 Airport Blvd.,36608
http://beermapping.com/maps/blogproxy.php?locid=16388andamp;d=1andamp;type=norm,Birmingham,United States,16388,0,Cahaba Brewing Company,0,205-578-2616,http://beermapping.com/maps/proxymaps.php?locid=16388andamp;d=5,https://beermapping.com/location/16388,AL,Brewery,"C, 4500 5th Ave S",35222
http://beermapping.com/maps/blogproxy.php?locid=6602andamp;d=1andamp;type=norm,Mobile,United States,6602,0,Callaghan's Irish Social Club,0,251-433-9374,http://beermapping.com/maps/proxymaps.php?locid=6602andamp;d=5,https://beermapping.com/location/6602,AL,Beer Bar,916 Charleston St,36604
http://beermapping.com/maps/blogproxy.php?locid=19796andamp;d=1andamp;type=norm,Birmingham,United States,19796,0,Carrigan's Public House,0,(205) 440-2430,http://beermapping.com/maps/proxymaps.php?locid=19796andamp;d=5,https://beermapping.com/location/19796,AL,Beer Bar,2430 Morris Ave,35203
http://beermapping.com/maps/blogproxy.php?locid=17057andamp;d=1andamp;type=norm,Phenix City,United States,17057,1,Chattahoochee Brewing Co,61.66655,(334) 559-0663,http://beermapping.com/maps/proxymaps.php?locid=17057andamp;d=5,https://beermapping.com/location/17057,AL,Brewpub,505 13th Street,36867
http://beermapping.com/maps/blogproxy.php?locid=20644andamp;d=1andamp;type=norm,Anniston,United States,20644,0,Cheaha Brewing Company,0,256-770-7300,http://beermapping.com/maps/proxymaps.php?locid=20644andamp;d=5,https://beermapping.com/location/20644,AL,Brewery,1208 Walnut Ave,36201
http://beermapping.com/maps/blogproxy.php?locid=11325andamp;d=1andamp;type=norm,Mobile,United States,11325,1,Cottage Hill Package Store,73.3334,(251) 660-0166\xc3\xa2\xe2\x82\xac\xc5\xbd,http://beermapping.com/maps/proxymaps.php?locid=11325andamp;d=5,https://beermapping.com/location/11325,AL,Beer Store,6376 Cottage Hill Rd,36695
http://beermapping.com/maps/blogproxy.php?locid=18432andamp;d=1andamp;type=norm,Tuscaloosa,United States,18432,0,Druid City Brewing,81.66665,(205) 342-0051,http://beermapping.com/maps/proxymaps.php?locid=18432andamp;d=5,https://beermapping.com/location/18432,AL,Brewery,607 14th St.,35401
http://beermapping.com/maps/blogproxy.php?locid=17055andamp;d=1andamp;type=norm,Fairhope,United States,17055,0,Fairhope Brewing Co,78.33335,(251) 279-7517,http://beermapping.com/maps/proxymaps.php?locid=17055andamp;d=5,https://beermapping.com/location/17055,AL,Brewery,914 Nichols Avenue,36532
http://beermapping.com/maps/blogproxy.php?locid=14835andamp;d=1andamp;type=norm,Montgomery,United States,14835,0,Fairview Homebrew,0,334-322-3143,http://beermapping.com/maps/proxymaps.php?locid=14835andamp;d=5,https://beermapping.com/location/14835,AL,Homebrew,1012 E Fairview Ave,36106
http://beermapping.com/maps/blogproxy.php?locid=11757andamp;d=1andamp;type=norm,Montgomery,United States,11757,0,Filet and Vine,0,(334) 262-8463,http://beermapping.com/maps/proxymaps.php?locid=11757andamp;d=5,https://beermapping.com/location/11757,AL,Beer Store,431 Cloverdale Road,36106
http://beermapping.com/maps/blogproxy.php?locid=11227andamp;d=1andamp;type=norm,Birmingham,United States,11227,0,Good People Brewing Co,86.6668,205-286-2337,http://beermapping.com/maps/proxymaps.php?locid=11227andamp;d=5,https://beermapping.com/location/11227,AL,Brewery,114 14th Street South,35233
http://beermapping.com/maps/blogproxy.php?locid=19036andamp;d=1andamp;type=norm,Birmingham,United States,19036,0,Hop City - Birmingham,0,205-279-2337,http://beermapping.com/maps/proxymaps.php?locid=19036andamp;d=5,https://beermapping.com/location/19036,AL,Beer Store,2924 Third Ave South,35233
http://beermapping.com/maps/blogproxy.php?locid=17736andamp;d=1andamp;type=norm,Auburn,United States,17736,0,"Hound, The",0,334-246-3300,http://beermapping.com/maps/proxymaps.php?locid=17736andamp;d=5,https://beermapping.com/location/17736,AL,Beer Bar,124 Tichenor Avenue,36830
http://beermapping.com/maps/blogproxy.php?locid=6379andamp;d=1andamp;type=norm,Birmingham,United States,6379,4,"J. Clyde, The",80.0001,205-939-1312,http://beermapping.com/maps/proxymaps.php?locid=6379andamp;d=5,https://beermapping.com/location/6379,AL,Beer Bar,1312 Cobb Lane,35205
http://beermapping.com/maps/blogproxy.php?locid=11382andamp;d=1andamp;type=norm,Daphne,United States,11382,2,Kathy's Package Store,83.33335,(251) 626-7145\xc3\xa2\xe2\x82\xac\xc5\xbd,http://beermapping.com/maps/proxymaps.php?locid=11382andamp;d=5,https://beermapping.com/location/11382,AL,Beer Store,28600G US Highway 98,36526
http://beermapping.com/maps/blogproxy.php?locid=12281andamp;d=1andamp;type=norm,Madison,United States,12281,0,Knucklehead's Sports Pub,0,(256) 489-1011,http://beermapping.com/maps/proxymaps.php?locid=12281andamp;d=5,https://beermapping.com/location/12281,AL,Beer Bar,7407 Hwy 72 West Ste I,35758
http://beermapping.com/maps/blogproxy.php?locid=12997andamp;d=1andamp;type=norm,Huntsville,United States,12997,0,Liquor Express,0,(256) 539-4333,http://beermapping.com/maps/proxymaps.php?locid=12997andamp;d=5,https://beermapping.com/location/12997,AL,Beer Store,1802 University Drive NW,35801
http://beermapping.com/maps/blogproxy.php?locid=15115andamp;d=1andamp;type=norm,Enterprise,United States,15115,0,Mellow Mushroom - Enterprise,0,(334) 308-1711,http://beermapping.com/maps/proxymaps.php?locid=15115andamp;d=5,https://beermapping.com/location/15115,AL,Beer Bar,1110 boll Weevil Circle,36330
http://beermapping.com/maps/blogproxy.php?locid=13408andamp;d=1andamp;type=norm,Foley,United States,13408,0,Mellow Mushroom - Foley,0,(251) 970-1414,http://beermapping.com/maps/proxymaps.php?locid=13408andamp;d=5,https://beermapping.com/location/13408,AL,Beer Bar,2303 South Mckenzie street,36535
http://beermapping.com/maps/blogproxy.php?locid=11536andamp;d=1andamp;type=norm,Huntsville,United States,11536,0,Mellow Mushroom - Huntsville,0,(256) 864-2727,http://beermapping.com/maps/proxymaps.php?locid=11536andamp;d=5,https://beermapping.com/location/11536,AL,Beer Bar,470 Providence Main Street Northwest,35806
http://beermapping.com/maps/blogproxy.php?locid=10634andamp;d=1andamp;type=norm,Mobile,United States,10634,1,Mellow Mushroom - Mobile,81.66665,(251) 380-1500,http://beermapping.com/maps/proxymaps.php?locid=10634andamp;d=5,https://beermapping.com/location/10634,AL,Beer Bar,5660 Old Shell Rd,36608
http://beermapping.com/maps/blogproxy.php?locid=12671andamp;d=1andamp;type=norm,Mobile,United States,12671,1,Mellow Mushroom - Mobile 2,80,(251) 471-4700,http://beermapping.com/maps/proxymaps.php?locid=12671andamp;d=5,https://beermapping.com/location/12671,AL,Beer Bar,2032 Airport Blvd.,36606
http://beermapping.com/maps/blogproxy.php?locid=15638andamp;d=1andamp;type=norm,Birmingham,United States,15638,0,Neighborhood Hops and Vine,0,(205) 870-8881,http://beermapping.com/maps/proxymaps.php?locid=15638andamp;d=5,https://beermapping.com/location/15638,AL,Beer Store,1109 Dunston Ave,35213
http://beermapping.com/maps/blogproxy.php?locid=9838andamp;d=1andamp;type=norm,Huntsville,United States,9838,0,"Nook, The",0,(256) 489-0911,http://beermapping.com/maps/proxymaps.php?locid=9838andamp;d=5,https://beermapping.com/location/9838,AL,Beer Bar,3305 Bob Wallace Ave SW,35802
http://beermapping.com/maps/blogproxy.php?locid=17876andamp;d=1andamp;type=norm,Fairhope,United States,17876,0,Old 27 Grill,0,251-281-2663,http://beermapping.com/maps/proxymaps.php?locid=17876andamp;d=5,https://beermapping.com/location/17876,AL,Beer Bar,19992 Hwy 181,36532
http://beermapping.com/maps/blogproxy.php?locid=17054andamp;d=1andamp;type=norm,Huntsville,United States,17054,0,Old Black Bear Brewing Co,60,,http://beermapping.com/maps/proxymaps.php?locid=17054andamp;d=5,https://beermapping.com/location/17054,AL,Brewery,201 East Side Square,35801
http://beermapping.com/maps/blogproxy.php?locid=8399andamp;d=1andamp;type=norm,Birmingham,United States,8399,0,On Tap Sports Cafe,0,205-320-1225,http://beermapping.com/maps/proxymaps.php?locid=8399andamp;d=5,https://beermapping.com/location/8399,AL,Beer Bar,727 29th Street South,35233
http://beermapping.com/maps/blogproxy.php?locid=14252andamp;d=1andamp;type=norm,Birmingham,United States,14252,0,On Tap Sports Cafe - Galleria,0,(205) 988-3203,http://beermapping.com/maps/proxymaps.php?locid=14252andamp;d=5,https://beermapping.com/location/14252,AL,Beer Bar,3440 Galleria Circle,35244
http://beermapping.com/maps/blogproxy.php?locid=14253andamp;d=1andamp;type=norm,Hoover,United States,14253,0,On Tap Sports Cafe - Hoover,0,(205) 437-1999,http://beermapping.com/maps/proxymaps.php?locid=14253andamp;d=5,https://beermapping.com/location/14253,AL,Beer Bar,810 Inverness Corners,35242
http://beermapping.com/maps/blogproxy.php?locid=20643andamp;d=1andamp;type=norm,Anniston,United States,20643,0,Patriot Joe's Ale,0,,http://beermapping.com/maps/proxymaps.php?locid=20643andamp;d=5,https://beermapping.com/location/20643,AL,Brewery,8896 McClellan Blvd,36206
http://beermapping.com/maps/blogproxy.php?locid=12917andamp;d=1andamp;type=norm,Pelham,United States,12917,0,Pleasure Is All Wine,0,(205) 985-4760,http://beermapping.com/maps/proxymaps.php?locid=12917andamp;d=5,https://beermapping.com/location/12917,AL,Beer Store,200 Bowling Lane,35124
http://beermapping.com/maps/blogproxy.php?locid=19045andamp;d=1andamp;type=norm,Montgomery,United States,19045,0,Railyard Brewing Company,0,(334) 262-0080,http://beermapping.com/maps/proxymaps.php?locid=19045andamp;d=5,https://beermapping.com/location/19045,AL,Brewpub,12 West Jefferson Street,36104
http://beermapping.com/maps/blogproxy.php?locid=20642andamp;d=1andamp;type=norm,Opelika,United States,20642,0,Red Clay Brewing Company,0,334-737-5409,http://beermapping.com/maps/proxymaps.php?locid=20642andamp;d=5,https://beermapping.com/location/20642,AL,Brewery,704 N. Railroad Ave.,36801
http://beermapping.com/maps/blogproxy.php?locid=20040andamp;d=1andamp;type=norm,Madison,United States,20040,0,Rocket Republic,0,,http://beermapping.com/maps/proxymaps.php?locid=20040andamp;d=5,https://beermapping.com/location/20040,AL,Brewery,"289 Production Avenue,",35758
http://beermapping.com/maps/blogproxy.php?locid=18817andamp;d=1andamp;type=norm,Huntsville,United States,18817,0,Salty Nut Brewery,0,(256) 425-5204,http://beermapping.com/maps/proxymaps.php?locid=18817andamp;d=5,https://beermapping.com/location/18817,AL,Brewery,4411 Evangel Circle Northwest,35816
http://beermapping.com/maps/blogproxy.php?locid=15571andamp;d=1andamp;type=norm,Birmingham,United States,15571,0,Slice Pizza and Brew,0,(205) 715-9300,http://beermapping.com/maps/proxymaps.php?locid=15571andamp;d=5,https://beermapping.com/location/15571,AL,Beer Bar,725 29th Street South,35223
http://beermapping.com/maps/blogproxy.php?locid=11535andamp;d=1andamp;type=norm,Madison,United States,11535,0,"Stem And Stein, The",0,(256) 325-3779,http://beermapping.com/maps/proxymaps.php?locid=11535andamp;d=5,https://beermapping.com/location/11535,AL,Beer Store,10871 County Line Road,35758
http://beermapping.com/maps/blogproxy.php?locid=12722andamp;d=1andamp;type=norm,Huntsville,United States,12722,0,Straight To Ale,0,,http://beermapping.com/maps/proxymaps.php?locid=12722andamp;d=5,https://beermapping.com/location/12722,AL,Brewery,3200 Leeman Ferry Rd. S.W.,35801
http://beermapping.com/maps/blogproxy.php?locid=19034andamp;d=1andamp;type=norm,Birmingham,United States,19034,0,Trim Tab Brewing Company,0,828-545-4746,http://beermapping.com/maps/proxymaps.php?locid=19034andamp;d=5,https://beermapping.com/location/19034,AL,Brewery,2721 5th Ave S,35233
http://beermapping.com/maps/blogproxy.php?locid=5279andamp;d=1andamp;type=norm,Birmingham,United States,5279,0,Vulcan Beverage,86.66675,(205) 328-6275,http://beermapping.com/maps/proxymaps.php?locid=5279andamp;d=5,https://beermapping.com/location/5279,AL,Beer Store,417 University Blvd,35205
http://beermapping.com/maps/blogproxy.php?locid=17392andamp;d=1andamp;type=norm,Birmingham,United States,17392,0,Whole Foods - Mountain Brook,0,205-912-8400,http://beermapping.com/maps/proxymaps.php?locid=17392andamp;d=5,https://beermapping.com/location/17392,AL,Beer Store,3100 Cahaba Village Plaza,35243
http://beermapping.com/maps/blogproxy.php?locid=11540andamp;d=1andamp;type=norm,Madison,United States,11540,0,Windmill Beverages,0,(256) 722-9086\xc3\xa2\xe2\x82\xac\xc5\xbd,http://beermapping.com/maps/proxymaps.php?locid=11540andamp;d=5,https://beermapping.com/location/11540,AL,Beer Store,8876 Highway 72 W,35758
http://beermapping.com/maps/blogproxy.php?locid=18816andamp;d=1andamp;type=norm,Madison,United States,18816,0,Wish You Were Beer,0,256-325-9992,http://beermapping.com/maps/proxymaps.php?locid=18816andamp;d=5,https://beermapping.com/location/18816,AL,Beer Store,"7407 US Highway 72, Suite G",35758
http://beermapping.com/maps/blogproxy.php?locid=16965andamp;d=1andamp;type=norm,Birmingham,United States,16965,0,World of Beer - Five Points,0,(205) 703-7203,http://beermapping.com/maps/proxymaps.php?locid=16965andamp;d=5,https://beermapping.com/location/16965,AL,Beer Bar,1005 20th St South,35205
http://beermapping.com/maps/blogproxy.php?locid=15705andamp;d=1andamp;type=norm,Huntsville,United States,15705,0,Yellowhammer Brewing,0,(256) 975-5950,http://beermapping.com/maps/proxymaps.php?locid=15705andamp;d=5,https://beermapping.com/location/15705,AL,Brewery,2406 Clinton Ave W,35805
http://beermapping.com/maps/blogproxy.php?locid=16387andamp;d=1andamp;type=norm,Healy,United States,16387,0,49th State Brewery,0,907-683-2739,http://beermapping.com/maps/proxymaps.php?locid=16387andamp;d=5,https://beermapping.com/location/16387,AK,Brewpub,Mile 248.5 Parks Hwy,99743
http://beermapping.com/maps/blogproxy.php?locid=13andamp;d=1andamp;type=norm,Juneau,United States,13,0,Alaskan Brewing Co.,95.00005,(907) 780-5866,http://beermapping.com/maps/proxymaps.php?locid=13andamp;d=5,https://beermapping.com/location/13,AK,Brewery,5429 Shaune Drive,99801
http://beermapping.com/maps/blogproxy.php?locid=15563andamp;d=1andamp;type=norm,Anchorage,United States,15563,0,Anchorage Brewing Company,0,(907) 360-5104,http://beermapping.com/maps/proxymaps.php?locid=15563andamp;d=5,https://beermapping.com/location/15563,AK,Brewery,148 West 91st Ave,99515
http://beermapping.com/maps/blogproxy.php?locid=4123andamp;d=1andamp;type=norm,Anchorage,United States,4123,0,Arctic Brewing Supply,0,(800) 770-2739,http://beermapping.com/maps/proxymaps.php?locid=4123andamp;d=5,https://beermapping.com/location/4123,AK,Homebrew,8401 Sandlewood Place,99507
http://beermapping.com/maps/blogproxy.php?locid=14929andamp;d=1andamp;type=norm,Palmer,United States,14929,0,Arkose Brewery,0,(907) 746-2337,http://beermapping.com/maps/proxymaps.php?locid=14929andamp;d=5,https://beermapping.com/location/14929,AK,Brewery,650 E. Steel Loop,99645
http://beermapping.com/maps/blogproxy.php?locid=14537andamp;d=1andamp;type=norm,Sitka,United States,14537,0,Baranof Island Brewing Company,0,(907) 747-2739,http://beermapping.com/maps/proxymaps.php?locid=14537andamp;d=5,https://beermapping.com/location/14537,AK,Brewery,212 Smith Street,99835
http://beermapping.com/maps/blogproxy.php?locid=20666andamp;d=1andamp;type=norm,Wasilla,United States,20666,0,Bearpaw River Brewing Company,0,907-232-2718,http://beermapping.com/maps/proxymaps.php?locid=20666andamp;d=5,https://beermapping.com/location/20666,AK,Brewery,4605 E. Palmer-Wasilla Highway,99654
http://beermapping.com/maps/blogproxy.php?locid=20647andamp;d=1andamp;type=norm,Anchorage,United States,20647,0,Broken Tooth Brewing,0,907-278-4999,http://beermapping.com/maps/proxymaps.php?locid=20647andamp;d=5,https://beermapping.com/location/20647,AK,Brewery,2021 Spar Ave,99501
http://beermapping.com/maps/blogproxy.php?locid=6931andamp;d=1andamp;type=norm,Anchorage,United States,6931,0,Cafe Amsterdam,0,907-274-0074,http://beermapping.com/maps/proxymaps.php?locid=6931andamp;d=5,https://beermapping.com/location/6931,AK,Beer Bar,530 E. Benson Number 3,99503
http://beermapping.com/maps/blogproxy.php?locid=9293andamp;d=1andamp;type=norm,Anchorage,United States,9293,0,Celestial Meads,0,(907) 250-8362,http://beermapping.com/maps/proxymaps.php?locid=9293andamp;d=5,https://beermapping.com/location/9293,AK,Brewery,600 W 58th Ave,99518
http://beermapping.com/maps/blogproxy.php?locid=12981andamp;d=1andamp;type=norm,Talkeetna,United States,12981,0,Denali Brewing Company,0,(907) 733-2536,http://beermapping.com/maps/proxymaps.php?locid=12981andamp;d=5,https://beermapping.com/location/12981,AK,Brewery,13605 E. Main Street,99676
http://beermapping.com/maps/blogproxy.php?locid=490andamp;d=1andamp;type=norm,Anchorage,United States,490,0,Glacier Brewhouse,0,(907) 274-BREW,http://beermapping.com/maps/proxymaps.php?locid=490andamp;d=5,https://beermapping.com/location/490,AK,Brewpub,"737 W. 5th Ave., Suite 110",99501
http://beermapping.com/maps/blogproxy.php?locid=4124andamp;d=1andamp;type=norm,Juneau,United States,4124,0,Gourmet Alaska,0,(907) 789-0606,http://beermapping.com/maps/proxymaps.php?locid=4124andamp;d=5,https://beermapping.com/location/4124,AK,Homebrew,"8745 Glacier Highway, Suite 362",99801
http://beermapping.com/maps/blogproxy.php?locid=20648andamp;d=1andamp;type=norm,Homer,United States,20648,0,Grace Ridge Brewing,0,907-399-5222,http://beermapping.com/maps/proxymaps.php?locid=20648andamp;d=5,https://beermapping.com/location/20648,AK,Brewery,3388 B St,99603
http://beermapping.com/maps/blogproxy.php?locid=561andamp;d=1andamp;type=norm,Haines,United States,561,0,Haines Brewing Company,0,(907) 766-3823 ,http://beermapping.com/maps/proxymaps.php?locid=561andamp;d=5,https://beermapping.com/location/561,AK,Brewery,108 Whitefang Way,99827
http://beermapping.com/maps/blogproxy.php?locid=608andamp;d=1andamp;type=norm,Homer,United States,608,0,Homer Brewing,0,(907) 235-3626,http://beermapping.com/maps/proxymaps.php?locid=608andamp;d=5,https://beermapping.com/location/608,AK,Brewery,1562 Homer Spit Road,99603
http://beermapping.com/maps/blogproxy.php?locid=18166andamp;d=1andamp;type=norm,Fairbanks,United States,18166,0,HooDoo Brewing Co.,0,(907) 459-2337,http://beermapping.com/maps/proxymaps.php?locid=18166andamp;d=5,https://beermapping.com/location/18166,AK,Brewery,1951 Fox Avenue,99701
http://beermapping.com/maps/blogproxy.php?locid=6930andamp;d=1andamp;type=norm,Anchorage,United States,6930,0,Humpy's Great Alaskan Alehouse,0,(907) 276-2337,http://beermapping.com/maps/proxymaps.php?locid=6930andamp;d=5,https://beermapping.com/location/6930,AK,Beer Bar,610 W. 6th Avenue,99501
http://beermapping.com/maps/blogproxy.php?locid=4119andamp;d=1andamp;type=norm,Kenai,United States,4119,0,Kassik's Kenai Brew Stop,0,(907) 776-4055,http://beermapping.com/maps/proxymaps.php?locid=4119andamp;d=5,https://beermapping.com/location/4119,AK,Brewpub,47160 Spruce Haven Street,99611
http://beermapping.com/maps/blogproxy.php?locid=4120andamp;d=1andamp;type=norm,Soldotna,United States,4120,0,Kenai River Brewing Company,0,(907) 262-2337,http://beermapping.com/maps/proxymaps.php?locid=4120andamp;d=5,https://beermapping.com/location/4120,AK,Brewery,241 North Aspen Drive,99669
http://beermapping.com/maps/blogproxy.php?locid=15562andamp;d=1andamp;type=norm,Anchorage,United States,15562,0,King St. Brewing,0,(907) 336-5464,http://beermapping.com/maps/proxymaps.php?locid=15562andamp;d=5,https://beermapping.com/location/15562,AK,Brewery,7924 King Street,99518
http://beermapping.com/maps/blogproxy.php?locid=723andamp;d=1andamp;type=norm,Kodiak,United States,723,0,Kodiak Island Brewing,0,(907) 486-2537 ,http://beermapping.com/maps/proxymaps.php?locid=723andamp;d=5,https://beermapping.com/location/723,AK,Brewery,338 Shelikoff Street,99615
http://beermapping.com/maps/blogproxy.php?locid=8404andamp;d=1andamp;type=norm,Anchorage,United States,8404,0,La Bodega,0,907-569-3800,http://beermapping.com/maps/proxymaps.php?locid=8404andamp;d=5,https://beermapping.com/location/8404,AK,Beer Store,530 EAST BENSON BLVD SUITE 5,99503
http://beermapping.com/maps/blogproxy.php?locid=15564andamp;d=1andamp;type=norm,Wasilla,United States,15564,0,Last Frontier Brewing Co.,0,(907) 357-7200 \xc3\xa2\xe2\x82\xac\xc5\xbd,http://beermapping.com/maps/proxymaps.php?locid=15564andamp;d=5,https://beermapping.com/location/15564,AK,Brewery,238 North Boundary Street,99654
http://beermapping.com/maps/blogproxy.php?locid=851andamp;d=1andamp;type=norm,Anchorage,United States,851,0,Midnight Sun Brewing,100,(907) 344-1179,http://beermapping.com/maps/proxymaps.php?locid=851andamp;d=5,https://beermapping.com/location/851,AK,Brewpub,8111 Dimond Hook Dr,99507
http://beermapping.com/maps/blogproxy.php?locid=876andamp;d=1andamp;type=norm,Anchorage,United States,876,0,Moose's Tooth Pub and Pizzeria,93.3333,(907) 258-ALES,http://beermapping.com/maps/proxymaps.php?locid=876andamp;d=5,https://beermapping.com/location/876,AK,Beer Bar,3300 Old Seward Hwy,99520
http://beermapping.com/maps/blogproxy.php?locid=20016andamp;d=1andamp;type=norm,Eagle River,United States,20016,0,Odd Man Rush Brewing,0,907-696-2337,http://beermapping.com/maps/proxymaps.php?locid=20016andamp;d=5,https://beermapping.com/location/20016,AK,Brewery,10930 Mausel St,99577
http://beermapping.com/maps/blogproxy.php?locid=19888andamp;d=1andamp;type=norm,Anchorage,United States,19888,0,Resolution Brewing Company,0,907-330-4523,http://beermapping.com/maps/proxymaps.php?locid=19888andamp;d=5,https://beermapping.com/location/19888,AK,Brewery,3024 Mountain View Drive,99501
http://beermapping.com/maps/blogproxy.php?locid=4078andamp;d=1andamp;type=norm,Homer,United States,4078,0,Ring of Fire Meadery,0,(907) 235-2656,http://beermapping.com/maps/proxymaps.php?locid=4078andamp;d=5,https://beermapping.com/location/4078,AK,Brewery,178 East Bunnell Ave,99603
http://beermapping.com/maps/blogproxy.php?locid=17984andamp;d=1andamp;type=norm,Seward,United States,17984,0,Seward Brewing Company,0,(907) 422-0337,http://beermapping.com/maps/proxymaps.php?locid=17984andamp;d=5,https://beermapping.com/location/17984,AK,Brewpub,"139 4th Ave,",99664
http://beermapping.com/maps/blogproxy.php?locid=1205andamp;d=1andamp;type=norm,Fox,United States,1205,0,Silver Gulch Brewing and Bottling Co.,0,(907) 452-2739,http://beermapping.com/maps/proxymaps.php?locid=1205andamp;d=5,https://beermapping.com/location/1205,AK,Brewpub,2195 Old Steese Highway,99708
http://beermapping.com/maps/blogproxy.php?locid=9204andamp;d=1andamp;type=norm,Skagway,United States,9204,0,Skagway Brewing Co,0,(907) 983-2739,http://beermapping.com/maps/proxymaps.php?locid=9204andamp;d=5,https://beermapping.com/location/9204,AK,Brewpub,7th and Broadway,99840
http://beermapping.com/maps/blogproxy.php?locid=1220andamp;d=1andamp;type=norm,Anchorage,United States,1220,0,Sleeping Lady Brewing Company,0,(907) 277-7727,http://beermapping.com/maps/proxymaps.php?locid=1220andamp;d=5,https://beermapping.com/location/1220,AK,Brewpub,717 West 3rd Ave.,99501
http://beermapping.com/maps/blogproxy.php?locid=9203andamp;d=1andamp;type=norm,Soldotna,United States,9203,0,St. Elias Brewing Co,86.66665,(907) 260-7837,http://beermapping.com/maps/proxymaps.php?locid=9203andamp;d=5,https://beermapping.com/location/9203,AK,Brewpub,434 Sharkathmi Ave,99669
